Id,DTADeltaDistance,DTASearchDistance,DTAThreshold,GammaDeltaDoseRatio,ReferenceDose,ReferenceDimensionIndex,GammaDeltaDistance,GammaSearchDistance,GammaThreshold,GammaDoseErrorModeIndex
6B6A9E73-23FE-4203-9828-B51F3E9AD527,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
6471AAD8-A9D5-478F-AB4C-B5289557F7B2,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
F89144BE-F913-4E3D-9D35-B56EB9D0B177,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
CD2B739D-9707-4299-9B5C-B5762799E29E,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.05,0
EF96AE88-BCBE-46BB-B0B2-B5A1996F25B1,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.05,0
A084E78E-C88C-42BE-95EA-B63FF2D1102C,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
DD4FA437-3A04-4085-84C9-B6742A1C14AE,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
6B6173B1-B6C9-4E76-97E9-B6ADD854A839,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
43A57D4B-5B0F-4058-95A8-B857AB418A21,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
3942AEA4-121B-44FD-ACF3-B89951806A03,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
A24A91CE-0709-492D-89BD-B89F54679CE6,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.05,0
724674B5-F848-4A8C-B561-B8A42A609FCE,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
0649E632-A9A0-48CF-96DB-B8DEB70C97BB,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
FE83905B-2277-4B85-A667-B91BA701A800,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
2B8F3B42-1742-4D14-BF72-B9BFAE81B6FA,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
61B015C0-2FA6-4A65-8814-BA392843414E,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
56A21AF9-197C-463B-B4C1-BAA111DD7EEF,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
5DD3645B-DB94-45AD-A3CF-BB057C5A72A7,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
FA150E4E-E957-435B-82FB-BB5B4FD7241B,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
F4A0C1D1-09A8-440F-AD7A-BB8C2B94E64A,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
4F5D291F-CCC2-484D-BD36-BBFC1C45E397,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
194CC6F3-2C25-4F23-A959-BC4983D386B5,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7C0F1DE4-F170-40A3-9272-BC5267138609,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
26EB911E-92D9-44F5-AEA9-BF6502ECC251,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
6313AD91-C206-4926-A23B-BF7AD200273B,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
33B3E8F3-1869-4446-A947-BF92F3FFC1DD,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
B710E3C1-8AA9-4D5E-99BF-BFAF5FB7E756,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
047B988F-A681-45C1-A94D-BFEF7475CD39,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7F48791E-B186-4A44-871E-C0290074C52F,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
F938CA47-FC31-45D2-BF73-C0786A626315,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
05E4912D-4F41-4F3A-8BDA-C0B7126C08F6,3.0,4.5,0.1,0.05,0.0,4,1.0,4.5,0.1,0
1F4C6CF8-08BB-47B1-B9EB-C0D2F28A27F0,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
D2AA5C91-3DF8-45A5-B847-C111347F3D89,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
622BF2A5-4991-46BB-A700-C20A3526BD51,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
51DF3072-9600-491B-B199-C278D8F03C54,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
652AB10D-0B2E-4CA3-952B-C2909FD9A858,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
F553EFA1-9352-4349-A930-C2B829CCBE51,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
8B4044E2-D23C-40DD-9D4C-C30AC37C6838,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
F2F14F93-39CA-41BF-AF17-C3EC568669A1,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
48428CEF-6305-405C-94E4-C40EAA654055,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7B190ACD-902E-463F-80CE-C4EBD790F66C,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
90E0EDFE-356B-4BED-AEA8-C50DC80349EC,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
C6A67BEE-4C97-45EC-9FE3-C5E8411A7B90,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
FAE1EE26-A265-4500-B55A-C71DD60A1DD8,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
51340B70-FD4A-46F7-90F3-C72F6DA91C6D,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
07EBDDAA-E05A-4B5D-A1FE-C7D4EF87C27F,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
175D5447-AE5B-4071-B8ED-C871C074B978,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
07A16ED4-8ECA-4DD3-AC5E-C8996908B8A7,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
B646297C-1D7E-4993-AC10-C8C0BE597A58,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
A173CBE0-01EA-4730-9744-C8F20C3CB12E,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
363D4D90-6C05-4DF5-860A-CAA10DEEE53D,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.05,0
1E610093-B3F0-446F-A93C-CAE4251C5E13,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
DCA51BAF-E4F9-4D77-BE37-CB4642ADC8FD,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
2F7C9172-6969-4201-B5DB-CB8F97EBEEB7,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
CF41F369-AF3F-4482-B0FC-CC2E853B68BD,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
3870F220-3303-47E7-87DF-CCD36C56843F,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
D506E641-5F32-4E5F-9AEF-CCDB7B5FF154,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
9BDB5CC0-494A-4FA3-9A8A-CD18B5CCA9C4,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
A618BC7B-B1C6-4A31-A319-CD54C341B1B9,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
91739A31-4398-437D-969D-D050C6EFF6CD,3.0,4.5,0.1,0.05,0.0,4,1.0,4.5,0.1,0
1512F5BA-294E-4B6A-A9A8-D0A4F2AC0226,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
B638C2A7-2F01-4D0D-BFB6-D0C9CA43F203,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
1A0B77D0-64E9-4AFF-945C-D20CF8632465,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
0BB9AA0E-CC80-473F-A4C5-D21194F406E9,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
A4575647-2055-468E-A05D-D28F8F8DBCE4,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
A112AFCD-F196-4775-B664-D2F0065FBB44,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
4D533E46-CC32-4182-99AB-D2F2177D0EDF,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
DFEE5648-F446-4887-A48A-D34AFF1EC858,3.0,4.5,0.05,0.03,0.0,4,1.0,4.5,0.05,0
EA265F5E-1E4D-446E-B534-D46962CD232E,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
9F4209E7-E43B-4C63-9A92-D49948948E25,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
AB596E09-044D-4C48-A340-D4A4B4A96F7F,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
3E7AB739-1715-4E4F-ABAE-D53DCDD22E94,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
35A934F0-514D-4615-A1D2-D54A17C15F62,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
BE6E41B6-36C8-46B6-BE62-D567DDD804C4,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.05,0
B0121F70-E67D-4601-9A8C-D5B0E8E6857F,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
8078B1B1-63CD-4D1D-87EB-D6AC66F5382B,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
07768A8A-90EF-4514-ABA1-D6B61F748776,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
400A9654-8F98-4249-AA7E-D6DFE01C2517,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
73537780-2B00-40C7-AB73-D6F8CF52AEB4,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
AF0C0D44-3673-4D7D-831A-D6FF18A68A33,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.05,0
CB28663F-34E8-4B82-9843-D70EDDA73A79,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
DB565E7B-512D-41D0-8E55-D7D1419A9A3C,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
CA6F1714-53ED-46B0-BC8A-D8395F6EACC4,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
8EE19233-6B18-4C23-A4A9-D8530A7A508C,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
972AD60A-B206-4479-AA7A-D8BAF80C443F,3.0,4.5,0.05,0.03,0.0,4,1.0,4.5,0.05,0
B23E7B5C-46AB-4A9A-BDA9-D94478A009AF,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
0084B343-2D15-4DE3-B2AC-DB610EABC9AF,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
B4371032-21D7-4EC1-81C8-DCF652822670,3.0,4.5,0.05,0.05,0.0,4,1.0,4.5,0.1,0
CD53A6D8-D8AF-4193-80FF-DD6C3175A4EF,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
91FE70DC-DB54-40DC-881A-DE08206F50E3,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
8D0663F4-40B8-4CD3-869C-DE95E6A03F31,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
485539E6-2067-4AA5-881B-DED53F871D76,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
73B4D8E2-0E32-4A5C-BB44-DF870FE1F79E,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
ED303764-B566-4A93-9B63-DFF5ACB8398F,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
C09704C9-E11C-42A1-A9B6-DFF7EE3134D4,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
4606B494-C00E-41D5-BFF0-E06221FBFDA9,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
2C84A173-EBA1-45C8-895F-E16322020D00,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
ED1B9278-9209-41E1-8F58-E17EBB6A97FA,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
CF61D0DA-FC99-4234-A597-E1B0DE7F9B5F,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7038C29B-253A-4E2F-8B4F-E1B57BFEDAD3,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
8308B36A-5285-4C50-A97B-E1DFDED51A76,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
19F76961-0B4A-49B4-AFF9-E3A623BDB4C4,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
FE9047C6-C4F2-47E1-9EA4-E40198C48BBD,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
53447A37-FC3C-4E4B-B1E3-E401FDFA1FC2,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
7D29B0D3-EA75-4565-A997-E44B2AD1304A,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
3C01796C-0AA0-47AD-AA84-E4825974DD88,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
42DC4CCC-033F-4D40-B341-E4F4F2C4AD1E,3.0,4.5,0.1,0.05,0.0,4,1.0,4.5,0.1,0
102EF8FE-4A55-4247-B596-E5C57DF539CC,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
7FD4B7EC-652A-45A5-A92B-E681354C6F8A,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
20B4F6F8-0410-492E-956D-E68CB785BF4E,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
682435A1-BD1F-4818-9714-E6B3AE81734D,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
B76616F0-7056-4C43-A1E6-E6DE54BF7766,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
79CEF723-9102-4FD0-9B3E-E73ECA31334E,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
97F3FD1B-0165-4EF2-93D3-E7903BED80C0,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
BD670039-3650-4805-A401-E7935D495034,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
41196BBE-2AA0-4E81-B162-E823179DDBF9,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
7B619976-E207-40F6-B8D3-E87F0169ED6A,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.05,0
138DB410-AE1D-4D82-B672-E89C0424F633,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
0FB0E9EE-9EB2-45AD-AD8D-E926808B8A08,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
2B5541B0-D695-434D-8A78-E9572321C309,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
A9C16348-D2C0-495E-8162-EA9D62D2543B,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
D36BE13D-0A3A-41FD-9485-EB07673E7B8B,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
2E9B220D-60F5-4C61-9D43-EB671F551D16,3.0,4.5,0.05,0.03,0.0,4,1.0,4.5,0.1,0
462A2195-2EAB-4A03-A006-EBC0CF70A261,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
5E9F394B-D4A9-44DF-A367-EC618E0138DC,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
1C2E81E4-6595-40BB-AA96-ECB0597CD1D9,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
C013AEDF-B7DD-4008-8280-EE2212B536BF,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
24D64D98-F8D2-462F-96B1-EE29D1C93608,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
785B04D8-3E49-420E-A766-EED107AD4E81,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
34EFC750-FC69-45EA-85B6-EF18976783B8,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
321044CD-D8AC-4F69-BEF4-EF76ECAB9CBF,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
03D6FE59-F015-469E-ABC6-EF7F8235EC7D,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
F035B03D-BD8A-47A7-8DAD-F040E36F3D8B,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
BA17BF3A-F8AE-4166-9B8F-F15379BE993A,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
24097AD7-9CCC-4ED9-8F45-F1BD5E066AEF,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
74F4D911-259A-447C-B250-F1DACE5FF3EB,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
5FA4A788-977C-4D39-B80C-F1F35C464149,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
C1881751-294E-41C0-BA86-F233EF3C0C0E,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
0BF84E58-2B04-49C0-977F-F2D128295087,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
B9077CA2-D0EE-468F-B253-F2EA3C1442D5,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
EDB8E915-324D-439D-BF21-F340EE7B5012,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
2F8A4DEE-95CF-477D-AA2C-F3E6CB719CAA,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
C18F6B0F-88DA-48F4-ACF2-F46066FD1617,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
65BD8E20-A8E2-4A5A-9CEB-F5E0A349DA50,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
679F5132-2569-435E-B312-F6028DDF3E24,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
7465C492-78A3-487F-9DEA-F63A1D3EE744,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
5088ECE8-CA28-4057-82E3-F7717F99ACDC,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
A0E5C04F-94E5-4A60-B79B-F830D2A7648C,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
4607E1CF-ADA1-4F14-8CD1-F86AD696424C,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
E1C94E6F-747D-45BD-B3DF-F8C018D2251A,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
DEE6238D-3737-4F6E-AB31-FA27E415BA79,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
A3594738-211F-4400-8182-FAA283F61932,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
1AA7BDB9-5852-45CA-99F1-FAA795A11C55,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
E774D80B-BA39-46B8-A162-FB28B660F375,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
3AE5014D-110C-4767-B2B1-FB35EA745ACF,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
1F139478-A15C-4DD3-B345-FB43FEFECFB2,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
FB04E361-1BA0-42B6-9D80-FBB12F808367,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
8BD6DA19-FADD-4F4D-A7F2-FC3C353682E9,3.0,4.5,0.1,0.02,0.0,4,1.0,4.5,0.1,0
FFB4461F-37BB-4D5D-9E10-FC52AB059862,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
E305FADE-B49B-465D-B6E7-FE425E2E6362,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
ACABAD19-AA8C-4071-B03F-FE45AC665FBF,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
C6049202-81FC-4B7C-A491-FF4B063D8683,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
E848141E-1EC5-4E04-9A9C-FFD2B189BDE3,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
D18E202A-A121-4636-B615-FFED2318579C,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
